Model,Technique,Complex Name,Organism,Other Organisms,Complex Function,Proteins,Genes,Confidence Score
o4-mini,zero-shot,20S proteasome,Homo sapiens,Mus musculus;  Caenorhabditis elegans;  Drosophila melanogaster;  Saccharomyces cerevisiae,Proteolytic core of the 26S proteasome;  ATP‑ and ubiquitin‑dependent degradation of intracellular proteins via caspase‑;  trypsin‑ and chymotrypsin‑like activities,Proteasome subunit alpha type‑1; Proteasome subunit alpha type‑2; Proteasome subunit alpha type‑3; Proteasome subunit alpha type‑4; Proteasome subunit alpha type‑5; Proteasome subunit alpha type‑6; Proteasome subunit alpha type‑7; Proteasome subunit beta type‑1; Proteasome subunit beta type‑2; Proteasome subunit beta type‑3; Proteasome subunit beta type‑4; Proteasome subunit beta type‑5; Proteasome subunit beta type‑6; Proteasome subunit beta type‑7,PSMA1; PSMA2; PSMA3; PSMA4; PSMA5; PSMA6; PSMA7; PSMB1; PSMB2; PSMB3; PSMB4; PSMB5; PSMB6; PSMB7,0.94
o4-mini,few-shot,20S proteasome complex,Human,Mouse;  Caenorhabditis elegans;  Drosophila melanogaster;  Saccharomyces cerevisiae,The 20S proteasome is the proteolytic core of the ubiquitin–proteasome system;  responsible for ATP‐ and ubiquitin‐dependent degradation of damaged;  misfolded;  or regulatory proteins into peptides.,Proteasome subunit alpha type-1; Proteasome subunit alpha type-2; Proteasome subunit alpha type-3; Proteasome subunit alpha type-4; Proteasome subunit alpha type-5; Proteasome subunit alpha type-6; Proteasome subunit alpha type-7; Proteasome subunit beta type-1; Proteasome subunit beta type-2; Proteasome subunit beta type-3; Proteasome subunit beta type-4; Proteasome subunit beta type-5; Proteasome subunit beta type-6; Proteasome subunit beta type-7,PSMA1;  PSMA2;  PSMA3;  PSMA4;  PSMA5;  PSMA6;  PSMA7; PSMB1;  PSMB2;  PSMB3;  PSMB4;  PSMB5;  PSMB6;  PSMB7,0.985
o4-mini,contextual,20S proteasome core particle,Human,Mouse;  C. elegans;  Drosophila melanogaster;  Saccharomyces cerevisiae,The 20S core particle is the proteolytic center of the ubiquitin–proteasome system. It degrades polyubiquitinated proteins into short peptides in an ATP‑ and ubiquitin‑dependent manner;  thereby regulating protein quality control;  cell cycle progression;  and signal transduction.,• Proteasome subunit alpha type‑1; • Proteasome subunit alpha type‑2; • Proteasome subunit alpha type‑3; • Proteasome subunit alpha type‑4; • Proteasome subunit alpha type‑5; • Proteasome subunit alpha type‑6; • Proteasome subunit alpha type‑7; • Proteasome subunit beta type‑1 (also called X or MB1); • Proteasome subunit beta type‑2 (Y); • Proteasome subunit beta type‑3 (Z); • Proteasome subunit beta type‑4 (MB2); • Proteasome subunit beta type‑5 (MECL‑1); • Proteasome subunit beta type‑6 (PSMB6); • Proteasome subunit beta type‑7 (PSMB7),• PSMA1;  PSMA2;  PSMA3;  PSMA4;  PSMA5;  PSMA6;  PSMA7; • PSMB1;  PSMB2;  PSMB3;  PSMB4;  PSMB5;  PSMB6;  PSMB7,1.00
o4-mini,zero-shot,HCN1–HCN4 heteromeric channel complex,Homo sapiens,Mus musculus,Generates hyperpolarization‑activated;  cyclic nucleotide–modulated cation currents (Ih/If) that underlie rhythmic activity in cardiac pacemaker cells and regulate neuronal excitability,HCN1 (hyperpolarization-activated cyclic nucleotide-gated channel 1); HCN4 (hyperpolarization-activated cyclic nucleotide-gated channel 4),HCN1; HCN4,0.88
o4-mini,few-shot,HCN1-HCN4 channel complex,Mouse,Human,A heteromeric hyperpolarization-activated cyclic nucleotide–gated (HCN) channel that conducts the funny current (Ih);  contributing to neuronal rhythmicity;  excitability;  and in some contexts cardiac pacemaking.,Hyperpolarization-activated cyclic nucleotide-gated channel 1 (HCN1);  Hyperpolarization-activated cyclic nucleotide-gated channel 4 (HCN4),Hcn1;  Hcn4,0.88
o4-mini,contextual,HCN1‑HCN4 complex,Human,Mouse,A heterotetrameric hyperpolarization‑activated cyclic nucleotide‑gated (HCN) channel that conducts the funny current (I_f/I_h);  critical for pacemaker activity in human sinoatrial nodal cells and for regulating neuronal excitability;  its gating kinetics and cAMP sensitivity are intermediate between HCN1 and HCN4 homomers.,Hyperpolarization‑activated cyclic nucleotide‑gated channel 1 (HCN1);  Hyperpolarization‑activated cyclic nucleotide‑gated channel 4 (HCN4),HCN1;  HCN4,0.91
o4-mini,zero-shot,GRIN1–P2RY4 complex,Homo sapiens,Mus musculus (inferred by orthology;  not directly validated),A putative synaptic receptor assembly coupling NMDA receptor–mediated Ca2+ influx (via GRIN1) with G‑protein–coupled purinergic signaling (via P2RY4);  potentially modulating downstream kinases (e.g.;  ERK) and synaptic plasticity,GRIN1 (N‑methyl-D-aspartate receptor subunit 1); P2RY4 (P2Y purinoceptor 4),GRIN1 (Gene ID: 2895); P2RY4 (Gene ID: 5027),0.70
o4-mini,few-shot,GRIN1‑P2RY4 complex,Human,N/A,No biochemically isolated or structurally characterized complex has been reported. GRIN1 (the NMDA receptor NR1 subunit) and P2RY4 (a G‑protein‑coupled purinergic receptor) have been co‑localized in subsets of neurons and glia and are hypothesized to engage in functional cross‑talk during synaptic signaling;  but no direct protein–protein interaction complex has been experimentally validated.,NMDA receptor subunit 1 (GRIN1);  P2Y purinoceptor 4 (P2RY4),GRIN1;  P2RY4,0.70
o4-mini,contextual,GRIN1–P2RY4 complex,Human,Mouse,A heteromeric receptor assembly that mediates cross‑talk between purinergic P2Y4 signaling and NMDA receptor (GRIN1) activation;  modulating synaptic plasticity and excitatory neurotransmission in human central neurons.,Glutamate [NMDA] receptor subunit zeta‑1 (NR1);  P2Y purinoceptor 4,GRIN1;  P2RY4,0.67
o4-mini,zero-shot,LY96-TLR4 complex,Homo sapiens,Mus musculus,Recognition of bacterial lipopolysaccharide (LPS) leading to TLR4-mediated MyD88/TRIF signaling and NF-κB activation in innate immunity.,• TLR4 (Toll-like receptor 4); • LY96 (MD‑2;  Lymphocyte antigen 96),• TLR4; • LY96,0.9425
o4-mini,few-shot,LY96-TLR4 complex,Human,Mouse,MD‑2 (LY96) associates with Toll‑like receptor 4 (TLR4) to form the cell‑surface LPS‑sensing receptor. Upon LPS binding;  this complex dimerizes;  recruits adaptor proteins (MyD88;  TRIF);  and initiates NF‑κB and IRF3 signaling;  leading to proinflammatory cytokine and type I interferon production in innate immunity.,Myeloid differentiation factor 2 (MD‑2;  alias LY96);  Toll‑like receptor 4 (TLR4),LY96;  TLR4,0.955
o4-mini,contextual,LY96-TLR4 complex,Human,Mouse,Membrane receptor complex that recognizes bacterial lipopolysaccharide (LPS) via MD‑2 (LY96) binding;  induces TLR4 dimerization;  and activates MyD88- and TRIF-dependent pathways leading to NF‑κB–mediated proinflammatory cytokine production and type I interferon responses.,Toll-like receptor 4 (TLR4);  Lymphocyte antigen 96 (MD‑2/LY96),TLR4;  LY96,0.955
o4-mini,zero-shot,RAD6–RAD18 ubiquitin ligase complex,Saccharomyces cerevisiae,Homo sapiens;  Mus musculus;  Caenorhabditis elegans;  Drosophila melanogaster,Monoubiquitination of proliferating cell nuclear antigen (PCNA) at Lys164 in response to DNA damage;  promoting translesion synthesis and post-replication repair,• Rad6 – ubiquitin‐conjugating enzyme E2; • Rad18 – RING‐type E3 ubiquitin ligase,• RAD6 (systematic name YHR184W); • RAD18 (systematic name YER112W),0.97
o4-mini,few-shot,RAD6-RAD18 ubiquitin ligase complex,Saccharomyces cerevisiae,Human (Homo sapiens);  Mouse (Mus musculus);  Caenorhabditis elegans;  Drosophila melanogaster,In Saccharomyces cerevisiae;  the Rad6–Rad18 complex monoubiquitinates PCNA at Lys164 in response to DNA damage;  triggering postreplication repair via translesion synthesis and promoting replication fork tolerance of DNA lesions.,Ubiquitin-conjugating enzyme Rad6; E3 ubiquitin–protein ligase Rad18,RAD6;  RAD18,0.97
o4-mini,contextual,RAD6–RAD18 ubiquitin ligase complex,Saccharomyces cerevisiae,Human;  Mouse,In Saccharomyces cerevisiae;  the RAD6–RAD18 complex functions as an E2–E3 ubiquitin ligase pair that monoubiquitinates PCNA at Lys164 in response to DNA damage or replication stalling. This modification promotes recruitment of translesion synthesis polymerases and facilitates DNA damage tolerance.,• Rad6p (ubiquitin‑conjugating enzyme E2); • Rad18p (RING‑type ubiquitin ligase E3),• RAD6; • RAD18,0.955
o4-mini,zero-shot,PHO85-PHO80 CDK-cyclin complex,Saccharomyces cerevisiae,None (not observed in Human;  Mouse;  C. elegans;  or Drosophila melanogaster),Under phosphate-replete conditions in Saccharomyces cerevisiae;  the Pho85–Pho80 complex phosphorylates the transcription factor Pho4;  preventing its nuclear entry and thereby repressing PHO gene expression. It also participates in cell cycle regulation;  glycogen metabolism;  and stress responses via phosphorylation of additional targets.,• Pho85 (cyclin-dependent kinase); • Pho80 (cyclin),• PHO85; • PHO80,0.8975
o4-mini,few-shot,PHO85–PHO80 CDK–cyclin complex,Saccharomyces cerevisiae,N/A,A cyclin-dependent kinase complex that regulates phosphate homeostasis in Saccharomyces cerevisiae by phosphorylating the transcription factor Pho4 in phosphate-replete conditions (leading to its nuclear export and PHO gene repression);  under phosphate starvation the CDK inhibitor Pho81 binds and inhibits Pho85–Pho80;  allowing PHO regulon activation.,Cyclin-dependent kinase Pho85; Cyclin Pho80,PHO85;  PHO80,0.94
o4-mini,contextual,PHO85‑PHO80 CDK‑cyclin complex,Saccharomyces cerevisiae,N/A,A serine/threonine kinase complex that regulates phosphate homeostasis in Saccharomyces cerevisiae by phosphorylating the transcription factor Pho4 under high‑phosphate conditions (thereby repressing the PHO regulon);  and also contributes to G1 cell‑cycle progression and glycogen metabolism.,Cyclin‑dependent kinase Pho85;  Cyclin Pho80,PHO85;  PHO80,0.951
o4-mini,zero-shot,DNA polymerase ε,Saccharomyces cerevisiae,Homo sapiens;  Mus musculus;  Caenorhabditis elegans;  Drosophila melanogaster,Leading‐strand DNA synthesis and proofreading during chromosomal DNA replication,• Pol2 (catalytic subunit); • Dpb2 (essential noncatalytic subunit); • Dpb3 (accessory subunit); • Dpb4 (accessory subunit),• POL2; • DPB2; • DPB3; • DPB4,0.9125
o4-mini,few-shot,DNA polymerase ε complex',Saccharomyces cerevisiae',Human;  Mouse;  Drosophila melanogaster;  Caenorhabditis elegans',Catalyzes high‑fidelity leading‑strand DNA synthesis during replication and participates in DNA repair and checkpoint signaling.',DNA polymerase II catalytic subunit (Pol2);  DNA polymerase ε subunit Dpb2;  DNA polymerase ε subunit Dpb3;  DNA polymerase ε subunit Dpb4',POL2;  DPB2;  DPB3;  DPB4',0.93
o4-mini,contextual,DNA polymerase ε (Pol ε) complex,Saccharomyces cerevisiae,Human (POLE;  POLE2;  POLE3;  POLE4);  Mouse (Pole;  Pole2;  Pole3;  Pole4);  Drosophila melanogaster (PolE1;  PolE2;  PolE3;  PolE4);  Caenorhabditis elegans (pole-1;  pole-2;  pole-3;  pole-4),Primary leading‐strand DNA polymerase during S phase;  also participates in DNA damage checkpoint signaling and certain repair processes.,Pol2 (DNA polymerase ε catalytic subunit); Dpb2 (subunit B); Dpb3 (subunit C); Dpb4 (subunit D),POL2;  DPB2;  DPB3;  DPB4,0.955
o4-mini,zero-shot,Golgi-associated retrograde protein (GARP) complex,Saccharomyces cerevisiae,Homo sapiens;  Mus musculus;  Caenorhabditis elegans;  Drosophila melanogaster,Tethering of endosome-derived vesicles to the trans‑Golgi network to enable retrograde transport of proteins and lipids,Vps51p;  Vps52p;  Vps53p;  Vps54p,VPS51;  VPS52;  VPS53;  VPS54,0.91
o4-mini,few-shot,Conserved Oligomeric Golgi (COG) complex,Saccharomyces cerevisiae,Human;  Mouse;  Drosophila melanogaster;  Caenorhabditis elegans,A multisubunit tethering factor that mediates retrograde vesicular transport within the Golgi apparatus;  maintains Golgi architecture;  and influences protein glycosylation.,COG1;  COG2;  COG3;  COG4;  COG5;  COG6;  COG7;  COG8,COG1;  COG2;  COG3;  COG4;  COG5;  COG6;  COG7;  COG8,0.955
o4-mini,contextual,Transport Protein Particle I (TRAPPI) Complex,Saccharomyces cerevisiae,Human;  Mouse;  Caenorhabditis elegans;  Drosophila melanogaster,A multisubunit tethering complex that mediates ER-to-Golgi and intra‑Golgi vesicle trafficking by acting as a guanine nucleotide exchange factor (GEF) for the small GTPase Ypt1p.,Bet3p;  Bet5p;  Trs20p;  Trs23p;  Trs31p;  Trs33p,BET3;  BET5;  TRS20;  TRS23;  TRS31;  TRS33,0.9125
o4-mini,zero-shot,GPI‑anchor transamidase complex,Homo sapiens,Mus musculus;  Caenorhabditis elegans;  Drosophila melanogaster;  Saccharomyces cerevisiae,Catalyzes the proteolytic cleavage of the C‑terminal GPI‑attachment signal of nascent proteins and covalent attachment of a preassembled glycosylphosphatidylinositol (GPI) anchor in the endoplasmic reticulum.,• PIGK (GPI8); • GPAA1 (GAA1); • PIGT; • PIGS; • PIGU,• PIGK; • GPAA1; • PIGT; • PIGS; • PIGU,0.8975
o4-mini,few-shot,GPI‑anchor transamidase complex',Human',Mouse;  Caenorhabditis elegans;  Drosophila melanogaster;  Saccharomyces cerevisiae',Catalyzes the post‑translational attachment of preassembled glycosylphosphatidylinositol (GPI) lipid anchors onto proteins in the endoplasmic reticulum by recognizing and cleaving the C‑terminal GPI signal peptide and effecting a transamidation reaction.',GPI transamidase component 1 (GPAA1);  GPI transamidase component 2 (PIGT);  GPI transamidase component 3 (PIGK);  GPI transamidase component 4 (PIGS);  GPI transamidase component (PIGU)',GPAA1;  PIGT;  PIGK;  PIGS;  PIGU',0.955
o4-mini,contextual,GPI‑anchor transamidase complex,Human,Mouse;  Caenorhabditis elegans;  Drosophila melanogaster;  Saccharomyces cerevisiae,Catalyzes proteolytic cleavage of the C‑terminal GPI‑signal peptide of precursor proteins and transfers the preassembled glycosylphosphatidylinositol (GPI) anchor to the newly exposed C‑terminus;  completing GPI‑anchored protein biogenesis.,• PIGK (GPI transamidase subunit PIGK/GPI8); • PIGT (GPI transamidase subunit PIGT/GPI16); • PIGS (GPI transamidase subunit PIGS/GPI‑S); • GPAA1 (GPI transamidase subunit GPAA1); • PIGU (GPI transamidase subunit PIGU/CDC91),PIGK;  PIGT;  PIGS;  GPAA1;  PIGU,0.94
o4-mini,zero-shot,Glycosylphosphatidylinositol‑mannosyltransferase I complex,Saccharomyces cerevisiae,Homo sapiens;  Mus musculus;  Caenorhabditis elegans;  Drosophila melanogaster,Catalyzes the transfer of the first α‑1; 4‑linked mannose from dolichol‑linked mannose (Dol‑PM) to N‑acetylglucosaminyl phosphatidylinositol (GlcN‑PI) during GPI‑anchor biosynthesis,• Gpi14p; • Gpi2p; • Gpi15p,• GPI14 (ORF YKR083C); • GPI2 (ORF YBR269C); • GPI15 (ORF YGL033C),0.825
o4-mini,few-shot,Glycosylphosphatidylinositol‑mannosyltransferase I complex,Human,Mouse;  Saccharomyces cerevisiae,Catalyzes the transfer of the first mannose from dolichol‑phosphomannose to the GlcN‑acylphosphatidylinositol acceptor in the lumen of the endoplasmic reticulum;  a critical early step in GPI‑anchor biosynthesis.,GPI mannosyltransferase 1 (PIG‑M);  PIG‑X,PIGM;  PIGX,0.925
o4-mini,contextual,Glycosylphosphatidylinositol‑mannosyltransferase I complex,Human,Mouse,Catalyzes the transfer of the first mannose from dolichol‑phosphate‑mannose to the glycosylphosphatidylinositol (GPI) precursor in the endoplasmic reticulum lumen;  forming an α‑1; 4‑mannosyl linkage.,GPI mannosyltransferase I subunit PIG‑M;  GPI mannosyltransferase I accessory protein PIG‑X,PIGM;  PIGX,0.925
o4-mini,zero-shot,Dsl1 tethering complex,Saccharomyces cerevisiae,None of Human;  Mouse;  C. elegans or Drosophila melanogaster have a direct Dsl1 complex ortholog (they use the related NRZ complex).,A multisubunit tethering complex at the endoplasmic reticulum that captures COPI‐coated retrograde transport vesicles;  coordinates SNARE assembly (Sec20p;  Sec22p) and uncoating of COPI vesicles;  thereby ensuring efficient Golgi‐to‐ER trafficking in Saccharomyces cerevisiae.,Dsl1p (UniProt P47061); Tip20p (UniProt Q05932); Sec39p (Dsl3p) (UniProt P40063),DSL1 (YCL008C); TIP20 (YJL033C); SEC39 (YKR008C),1.00
o4-mini,few-shot,Dsl1 tethering complex,Saccharomyces cerevisiae,Human;  Mouse,A multisubunit tethering complex that captures COPI‐coated retrograde transport vesicles at the endoplasmic reticulum membrane and promotes SNARE‐dependent fusion for Golgi‐to‐ER retrieval.,Dsl1;  Tip20;  Sec39,DSL1;  TIP20;  SEC39,0.955
o4-mini,contextual,Dsl1 tethering complex,Saccharomyces cerevisiae,Human;  Mouse,A multisubunit tether that docks COPI-coated vesicles at the endoplasmic reticulum (ER) for retrograde Golgi-to-ER transport in budding yeast. It bridges incoming vesicles and the ER membrane;  promoting SNARE complex assembly and membrane fusion.,Dsl1p; Tip20p; Sec39p (also known as Dsl3p),DSL1 (YDL161C); TIP20 (YDR149W); SEC39 (YBR044C),0.985
